no,school_code,school_name_th,school_name_en,province,district,subdistrict,address,website,website_source,opec_website,facebook,telephone,mobile,email,latitude,longitude,gps_source,gps_precision,opec_profile_url,levels_offered,level_range,student_count,teacher_count,curriculums,licensee_name,director_name,manager_name,government_support,school_history,vision,mission,maxim,uniqueness,identity,tags,school_logo_url,line_id,instagram,tiktok,youtube,fetched_at,last_updated,gps_verified
51,1110700060,อนุบาลนานาชาตินิวแบมบิโน,NEW BAMBINO INTERNATIONAL KINDERGARTEN,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,184/1 ซอย สุขุมวิท 49 แยก 10 ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.newbambino.ac.th,Verified Official Registry,,,,,,13.7066693,100.5401779,OPEC Official,Exact,https://school.opec.go.th/school/1110700060,['อนุบาล'],อนุบาล - อนุบาล,56,1,[],นายอะกีร่า ยังเจริญ,นายศุภวัสส์  ยังเจริญ,นายศุภวัสส์  ยังเจริญ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2050,,,,,2026-09-05 15:44:44,2026-09-05 15:56:39,
52,1110700062,นานาชาติเวลล์ส-บางนา,Well International School - Bang Na,กรุงเทพมหานคร,ประเวศ,หนองบอน,"10,12 ซอย หัวสิงห์ (ศรีนครินทร์ 62) แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250",https://wells.ac.th,Verified Official Registry,,,,,,13.673041,100.643102,OPEC Official,Exact,https://school.opec.go.th/school/1110700062,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา']",ก่อนอนุบาล - ประถมศึกษา,121,32,['International Baccalaureate (IB) Primary Year Programe (PYP)'],นางรัชนี กำแพงแก้ว,นางรัชนี  กำแพงแก้ว,นาย เย่า ล่าง จาง,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2052,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
53,1110700063,นานาชาติบางกอก พรีแพราธอรี แอนด์ เซ็กเคินเดอรี,BANGKOK INTERNATIONAL PREPARATORY AND SECONDARY SCHOOL,กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,77 ซอย ริมคลองพระโขนง แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.bangkokprep.ac.th,Verified Official Registry,,,,,,13.7097861,100.60167679999995,OPEC Official,Exact,https://school.opec.go.th/school/1110700063,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1754,191,"['หลักสูตรสหราชอาณาจักร', 'PEARSON BTEC International Level 3 Subsidiary Diploma', 'The English National Curriculum', 'หลักสูตรของสหราชอาณาจักร', 'หลักสูตรแห่งสหราชอาณาจักร']",,,นายสุพัฒน์ ราชกิจ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2053,,,,,2026-09-05 15:44:46,2026-09-05 15:56:39,
54,1110700064,นานาชาติเอกมัย,EKAMAI INTERNATIONAL SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,57 ซอย เจริญใจ ถนน เอกมัย แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.eis.ac.th,Verified Official Registry,,,,,,13.730953,100.59232470000006,OPEC Official,Exact,https://school.opec.go.th/school/1110700064,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1183,194,"['หลักสูตรสหรัฐอเมริกัน', 'Modified American/NAD Curriculum']",,นายจรัญ ดำรงเกียรติยศ,นางนัทธมน พันธ์ละวิน,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2054,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
55,1110700065,นานาชาติสิงคโปร์กรุงเทพฯ,SINGAPORE INTERNATIONAL SCHOOL OF BANGKOK,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,498/11 ซอย รามคำแหง39 (เทพลีลา 1) แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,https://sisb.ac.th,Verified Official Registry,,,,,,13.7701848,100.60263880000002,OPEC Official,Exact,https://school.opec.go.th/school/1110700065,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1472,227,"['หลักสูตร IBDP', 'หลักสูตรสหราชอาณาจักรบริเตนใหญ่และไอร์แลนเหนือ', 'หลักสูตรสิงคโปร์', 'AS/A Level', 'High school Diploma', 'IBDP', 'IGCSE', 'National Curriculum and Curriculum Planning and Development Division Ministry of Education Singapore', 'UK National Curriculum']",,,นางสาวหงส์ จางสถาพร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2055,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
56,1110700066,นานาชาติเซนต์แอนดรูว์สกรุงเทพฯ,St Andrews International School Bangkok,กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,9 ซอย ปรีดีพนมยงค์ 20 (พานิชกุล) ถนน สุขุมวิท 71 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.standrewssukhumvit.com,Verified Official Registry,https://www.nordangliaeducation.com/sta-bangkok,https://www.facebook.com/standrewsbangkok/,023812387,,,13.723818269946062,100.59736131699512,OPEC Official,Exact,https://school.opec.go.th/school/1110700066,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,2361,247,"['หลักสูตร ASDAN ขององค์การ ASDAN', 'หลักสูตร International Baccalaureate (IB)', 'Early Years Foundation Stage', 'International Baccalaureate Diploma Programme (IBDP)', 'National Curriculum in England', 'St Andrews International School Bangkok Diploma', 'St Andrews International School Bangkok STARS']",นางสาวอิสรินทร์ เซ่งไพเราะ,นางศรินธร วิทยะสิรินันท์,นายศิราวุธ สุวรรณโพธิ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2056,,https://www.instagram.com/standrewsbangkok/,,https://www.youtube.com/c/StAndrewsInternationalSchoolBangkok,2026-09-05 15:44:47,2026-09-05 15:56:39,
57,1110700067,อนุบาลนานาชาติสบายใจ,SABAI-JAI INTERNATIONAL SCHOOL,กรุงเทพมหานคร,สะพานสูง,สะพานสูง,237 ถนน รามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,https://www.sbi.ac.th,Verified Official Registry,,,,,,13.7890018,100.69524960000001,OPEC Official,Exact,https://school.opec.go.th/school/1110700067,['อนุบาล'],อนุบาล - อนุบาล,11,7,['หลักสูตรจากโรงเรียนนานาชาติไทย-จีน'],นางฉันทนา  ชะระวณิช,นางวิมล ชัยพิศุทธิ์,นางสาวสิริวิภา วสันตอุทยา,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2058,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
58,1110700068,ฝรั่งเศสนานาชาติ กรุงเทพ,LYCEE FRANCAIS INTERNATIONAL DE BANGKOK,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,498 ซอย รามคำแหง39(เทพลีลา1) ถนน รามคำแหง แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,https://lfib.ac.th,Verified Official Registry,,,,,,13.7706537,100.6005437,OPEC Official,Exact,https://school.opec.go.th/school/1110700068,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,989,100,['French National Curriculum'],,นางชนาเนา วรัญญ,นางชนางเนา วรัญญ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2060,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
59,1110700069,นานาชาติพระคุณกรุงเทพ,Bangkok Grace International School,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,560/1-9 ถนน ลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,https://www.grace.ac.th/bgis-10,Verified Official Registry,,,,,,13.7714874,100.61677540000005,OPEC Official,Exact,https://school.opec.go.th/school/1110700069,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,0,6,"['หลักสูตรรัฐเวอร์จีเนียร์', 'American Curriculum']",นางสุวิมล ปัญญางาม,นางศิริมา ฮุนตระกูล,นางอรชร เปรมรัตน์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2061,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
60,1110700070,บางกอกพัฒนา,BANGKOK PATANA SCHOOL,กรุงเทพมหานคร,บางนา,บางนาใต้,643 ถนน ลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,https://www.patana.ac.th,Verified Official Registry,https://www.patana.ac.th,,027852200,,,13.6619392,100.6222702,OPEC Official,Exact,https://school.opec.go.th/school/1110700070,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,2168,310,"['หลักสูตรประเทศอังกฤษ', 'IB - International Baccalaureate Organization', 'International Baccalaureate Career-related Programme (IB-CP)', 'หลักสูตรกลางของประเทศอังกฤษ']",,นางสาวปิ่นกาญจน์ วัชรปาณ,นางสาวพัชรินทร์ จริงเข้าใจ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2062,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
61,1110700071,นานาชาติชาร์เตอร์,CHARTER INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ประเวศ,ประเวศ,36 ถนน เฉลิมพระเกียรติร.9 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,https://charter.ac.th,Verified Official Registry,,,,,,13.7145536,100.69577490000006,OPEC Official,Exact,https://school.opec.go.th/school/1110700071,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,334,48,"['หลักสูตรสหราชอาณาจักร', 'หลักสูตรแห่งชาติของประเทศสหราชอาณาจักร']",,,นายเมธา เธียรประสิทธิ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4000,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
62,1110700072,นานาชาติเวลล์ส,WELLS INTERNATIONAL SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,6  ซอย 51 ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://wells.ac.th,Verified Official Registry,,,,,,13.7039165,100.6057442,OPEC Official,Exact,https://school.opec.go.th/school/1110700072,"['ก่อนอนุบาล', 'อนุบาล']",ก่อนอนุบาล - อนุบาล,62,21,['หลักสูตรของสำนักการศึกษาแห่งรัฐแคลิฟอร์เนีย ประเทศสหรัฐอเมริกา'],นายธำรง  อรุณสันติเดชา,นางสาวอินทิรา บริบูรณ์,นายเย่า ล่าง จาง,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4002,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
63,1110700073,นานาชาติแอ๊ดเวนตีสกรุงเทพ,BANGKOK ADVENTIST INTERNATIONAL SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,12 ซอย ปรีดีพนมยงค์ 37 ถนน สุขุมวิท 71 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://bais.ac.th,Verified Official Registry,,,023819406,0877943800,,13.7315578,100.58709410000006,OPEC Official,Exact,https://school.opec.go.th/school/1110700073,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น']",อนุบาล - มัธยมศึกษาตอนต้น,128,13,['หลักสูตรนานาชาติ'],,นายดนัย อากาศสุภา,นายดนัย  อากาศสุภา,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4032,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
64,1110700074,นานาชาติกีรพัฒน์,KEERA-PAT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางเขน,ท่าแร้ง,58 หมู่ที่ 9 ซอยอยู่เย็น ถนน รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,https://kpis.ac.th,Verified Official Registry,https://www.kpis.ac.th/,https://www.facebook.com/kpis.fb,,,,13.845111,100.63277199999993,OPEC Official,Exact,https://school.opec.go.th/school/1110700074,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,609,75,"['หลักสูตรสหรัฐอเมริกัน', 'AP Statistics', 'Common Core California America']",,นางสาวประพิมพ์พรรณ วงษ์วิจารณ์,นายภัทรธีร์ กีรสว่างพร,ไม่รับเงินอุดหนุน,,โรงเรียนนานาชาติกีรพัฒน์เป็นโรงเรียนนานาชาติที่สร้างสมดุลทางการศึกษาซึ่งจะช่วยสร้างให้ผู้เรียนมีคุณธรรม และจริยธรรมควบคู่กับความรู้ มีความรับผิดชอบต่อสังคม และรู้เท่าทันโลกปัจจุบัน ซึ่งมีการแข่งขันทางด้านข้อมูลข่าวสาร,โรงเรียนนานาชาติกีรพัฒน์เป็นโรงเรียนนานาชาติที่ให้การศึกษาขั้นพื้นฐานแก่ผู้เรียนในด้านความรู้ทักษะ และทัศนคติที่จำเป็นเพื่อการอยู่ร่วมกันอย่างสมานฉันท์ในสังคมที่มีความแตกต่างและหลากหลายเช่นเป็นนักสื่อสาร ที่มีประสิทธิภาพ เป็นผู้เรียนรู้ตลอดชีวิต เป็น,1. เป็นนักสื่อสารที่มีประสิทธิภาพ 2. เป็นผู้กำกับตนเองให้เป็นผู้เรียนรู้ตลอดชีวิต 3. เป็นนักคิด และรู้จักแก้ไขปัญหา 4. เป็นพลเมืองโลกที่รู้จักรับผิดชอบ,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4055,@kpisbangkok,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
65,1110700075,นานาชาติ บีคอนเฮาส์ แย้มสอาด,BEACONHOUSE YAMSAARD INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ประเวศ,ประเวศ,166/1 ซอย พัฒนาการ 78 ถนน พัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,https://bys.ac.th/byis/en,Verified Official Registry,,,,,,13.8029997,100.56674350000003,OPEC Official,Exact,https://school.opec.go.th/school/1110700075,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น']",ก่อนอนุบาล - มัธยมศึกษาตอนต้น,124,31,"['หลักสูตรสหราชอาณาจักร', 'UK National Curriculum']",นายศุภลักษณ์  วีณิน,นางสาวอัจฉรียา  วีณิน,นางอภิลักษณ์ แย้มสอาด,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4057,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
66,1110700076,ไทยซิกข์นานาชาติ กรุงเทพ,THAI SIKN INTERNATIONAL SCHOOL OF BANGKOK,กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,717 หมู่ 1 ซอย สารภี 2 ถนน ประชาธิปก แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600,https://www.tsi.ac.th,Verified Official Registry,,,,,,13.6592739,100.59464300000002,OPEC Official,Exact,https://school.opec.go.th/school/1110700076,['ประถมศึกษา'],ประถมศึกษา - ประถมศึกษา,298,19,['หลักสูตรกลางของประเทศอังกฤษ'],นายปานชัย  สิงห์สัจเทพ,นายบุญหนา  ธรเสนา,นายรายินเดอร์  ปาลซิงห์ หักราลบุตร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4058,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
67,1110700078,นานาชาติแอสคอต,ASCOT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,สะพานสูง,สะพานสูง,80/82 หมู่ 11 ซอย ซอยรามคำแหง 118 ถนน รามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,https://ascot.ac.th/en/home-en,Verified Official Registry,,,,,,13.7628865,100.68705499999999,OPEC Official,Exact,https://school.opec.go.th/school/1110700078,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,462,33,"['IB Diploma Programme', 'National Curriculum for England and Wales']",นางทัศนียา  พอตเตอร์,นางสาวภัทรรินทร์ ศิริรัตน์,นายเรวัต นารูล่า,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4090,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
68,1110700080,นานาชาติบรอมส์โกรฟ,BROMSGROVE INTERNATIONAL SCHOOL THAILAND,กรุงเทพมหานคร,มีนบุรี,แสนแสบ,55 หมู่ 9 ถนน สุวินทวงศ์ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,https://www.bromsgrove.ac.th,Verified Official Registry,,,,,,13.795555,100.70974769999998,OPEC Official,Exact,https://school.opec.go.th/school/1110700080,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,426,72,"['หลักสูตรประเทศอังกฤษ', 'หลักสูตรเวลส์', 'English National Curriculum']",,,นางกฤตยา ภวัครานนท์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4122,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
69,1110700081,นานาชาติแอสเตอร์ กรุงเทพ,Aster International School Bangkok,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,"289/2, 289/4-6 ซอย นราธิวาสราชนครินทร์ 24 ถนน นราธิวาสราชนครินทร์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120",https://aster.ac.th,Verified Official Registry,https://aster.ac.th/,https://www.facebook.com/asterbangkok,026722100,,,13.7012349,100.53630659999999,OPEC Official,Exact,https://school.opec.go.th/school/1110700081,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,469,44,"['The Early Years Foundation Stage', 'A National curriculum in England', 'Cambridge Assessment International Education', 'Cambridge Assessment International Education (CAIE)', 'Cambridge International A & AS Level', 'Early Year Foundation Stage Development Matters', 'National Curriculum in England', 'The Early Years Foundation Stage (EYFS)', 'หลักสูตรของสำนักการศึกษาแห่งรัฐแคลิฟอร์เนีย ประเทศสหรัฐอเมริกา', 'หลักสูตรวิชาภาษาไทย วัฒนธรรมและประวัติศาสตร์ไทย']",,นางสาวเสาวนีย์ เสือพันธ์,นางสาวปาริตา เสือพันธ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4123,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
70,1110700082,อินเตอร์เนชั่นแนล เกวลี(หทัยราษฎร์),KEVALEE INTERNATIONAL SCHOOL,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,90 ซอย หทัยราษฎร์ 37   ถนน หทัยราษฎร์ แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510,https://www.kevalee.ac.th,Verified Official Registry,,,,,,13.8776361,100.7159279,OPEC Official,Exact,https://school.opec.go.th/school/1110700082,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,77,18,"['หลักสูตรของทางโรงเรียน', 'American', 'Early years foundation stage statutory framework', 'High School Diploma / อังกฤษ (สหราชอาณาจักร)', 'The national Curriculum in England']",นางสาวนีรนาท เกวลี,นายพิริยะ  เกวลี,นางสาวนิรมล   เกวลี,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4163,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
71,1110700083,นานาชาติเซนต์ แอนดรูว์ส บางนา,ST.ANDREWS INTERNATIONAL SCHOOL BANGNA,กรุงเทพมหานคร,บางนา,บางนา,7 ซอย 107 ถนน สุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,https://www.standrewssukhumvit.com,Verified Official Registry,,,,,,13.6596728,100.60202819999995,OPEC Official,Exact,https://school.opec.go.th/school/1110700083,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,514,42,"['หลักสูตรสหราชอาณาจักร', 'British National Curriculum', 'The International Baccalaureate (IB)']",,นางสาวพิชญ์สินี ปวัตรพงศ์,นางสาวเสาวคนธ์ ลืมอักษร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4226,,,,,2026-09-05 15:44:47,2026-09-05 15:56:39,
72,1110700084,นานาชาติ ออสเตรเลีย กรุงเทพ สุขุมวิท 20,Australian International School Bangkok Sukhumvit 20,กรุงเทพมหานคร,คลองเตย,คลองเตย,162/2 และ 164 ถนน สุขุมวิท 20 แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,https://www.australianisb.ac.th,Verified Official Registry,,,,,,13.7283878,100.56405689999997,OPEC Official,Exact,https://school.opec.go.th/school/1110700084,['อนุบาล'],อนุบาล - อนุบาล,31,11,['Australian National Curriculum'],นางปนัดดา  หงสกุล,นายสุรัตน์ ชยธวัช,นางปนัดดา  หงสกุล,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4308,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
73,1110700085,อนุบาลคิราคิราคิดส์ นานาชาติ,KIRAKIRA KIDS INTERNATIONAL KINDERGARTEN SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,"81,83 ซอยเศรษฐบุตร (สุขุมวิท 61) ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110",https://www.kirakirakids.ac.th,Verified Official Registry,,,,,,13.729598,100.5831432,OPEC Official,Exact,https://school.opec.go.th/school/1110700085,['อนุบาล'],อนุบาล - อนุบาล,64,14,"['Course of study for Kindergarten, Ministry of Education, Culture, Sports, Science and Technology 200']",นายวราวุธ  วงศ์วิเศษ,นายทรงพล บุญประเสริฐ,นายณัฐพล บุญประเสริฐ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4321,,,,,2026-09-05 15:44:48,2026-09-05 15:56:39,
74,1110700086,นานาชาติกลอรี่สิงคโปร์,GLORY SINGAPORE INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางนา,บางนาเหนือ,33 ซอย วชิรธรรมสาธิต 18 ถนน สุขุมวิท 101/1 แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,https://glorysingapore.com,Verified Official Registry,,,,,,13.6824852,100.6184366,OPEC Official,Exact,https://school.opec.go.th/school/1110700086,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,273,36,"['Cambridge IGCSE และ Cambridge AS and A Level (Secondary)', 'Early Years Development Framework', 'Nurturing Early Learners', 'สหราชอาณาจักร']",นางอรษา  ชาวเมืองบน,คุณดวงฤทัย ฉัตรศิขรินทร,นางอรษา  ชาวเมืองบน,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4324,,,,,2026-09-05 15:44:49,2026-09-05 15:56:39,
75,1110700087,อนุบาลนานาชาติออยสก้า,OISCA INTERNATIONAL KINDERGARTEN SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,876 ซอย ปรีดี พนมยงค์ 36 ถนน สุขุมวิท 71 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.oisca-inter.com,Verified Official Registry,,,,,,13.7184294,100.54678239999998,OPEC Official,Exact,https://school.opec.go.th/school/1110700087,['อนุบาล'],อนุบาล - อนุบาล,71,13,[],นางกมลลักษณ์  หงษ์หยก,นางเสรณ๊ย์ แก้วสุกล,นางกมลลักษณ์  หงษ์หยก,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4338,,,,,2026-09-05 15:44:50,2026-09-05 15:56:39,
