no,school_code,school_name_th,school_name_en,province,district,subdistrict,address,official_website,website_source,opec_website,facebook,telephone,mobile,email,latitude,longitude,opec_profile_url,levels_offered,level_range,student_count,teacher_count,curriculums,licensee_name,director_name,manager_name,government_support,school_history,vision,mission,maxim,uniqueness,identity,tags,school_logo_url,line_id,instagram,tiktok,youtube
55,1110700065,นานาชาติสิงคโปร์กรุงเทพฯ,SINGAPORE INTERNATIONAL SCHOOL OF BANGKOK,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,498/11 ซอย รามคำแหง39 (เทพลีลา 1) แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,https://sisb.ac.th,Live Domain Match & Verification,,,,,,13.7701848,100.60263880000002,https://school.opec.go.th/school/1110700065,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,1331,227,"['หลักสูตร IBDP', 'หลักสูตรสหราชอาณาจักรบริเตนใหญ่และไอร์แลนเหนือ', 'หลักสูตรสิงคโปร์', 'AS/A Level', 'High school Diploma', 'IBDP', 'IGCSE', 'National Curriculum and Curriculum Planning and Development Division Ministry of Education Singapore', 'UK National Curriculum']",,,นางสาวหงส์ จางสถาพร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2055,,,,
56,1110700066,นานาชาติเซนต์แอนดรูว์สกรุงเทพฯ,St Andrews International School Bangkok,กรุงเทพมหานคร,วัฒนา,พระโขนงเหนือ,9 ซอย ปรีดีพนมยงค์ 20 (พานิชกุล) ถนน สุขุมวิท 71 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.nordangliaeducation.com/sta-bangkok,OPEC Profile,https://www.nordangliaeducation.com/sta-bangkok,https://www.facebook.com/standrewsbangkok/,023812387,,,13.723818269946062,100.59736131699512,https://school.opec.go.th/school/1110700066,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,2089,246,"['หลักสูตร ASDAN ขององค์การ ASDAN', 'หลักสูตร International Baccalaureate (IB)', 'Early Years Foundation Stage', 'International Baccalaureate Diploma Programme (IBDP)', 'National Curriculum in England', 'St Andrews International School Bangkok Diploma', 'St Andrews International School Bangkok STARS']",นางสาวอิสรินทร์ เซ่งไพเราะ,นางศรินธร วิทยะสิรินันท์,นายศิราวุธ สุวรรณโพธิ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2056,,https://www.instagram.com/standrewsbangkok/,,https://www.youtube.com/c/StAndrewsInternationalSchoolBangkok
57,1110700067,อนุบาลนานาชาติสบายใจ,SABAI-JAI INTERNATIONAL SCHOOL,กรุงเทพมหานคร,สะพานสูง,สะพานสูง,237 ถนน รามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,https://www.sabaijai.com,Live Domain Match & Verification,,,,,,13.7890018,100.69524960000001,https://school.opec.go.th/school/1110700067,['อนุบาล'],อนุบาล - อนุบาล,11,7,['หลักสูตรจากโรงเรียนนานาชาติไทย-จีน'],นางฉันทนา  ชะระวณิช,นางวิมล ชัยพิศุทธิ์,นางสาวสิริวิภา วสันตอุทยา,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2058,,,,
58,1110700068,ฝรั่งเศสนานาชาติ กรุงเทพ,LYCEE FRANCAIS INTERNATIONAL DE BANGKOK,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,498 ซอย รามคำแหง39(เทพลีลา1) ถนน รามคำแหง แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,https://lfib.ac.th,Live Domain Match & Verification,,,,,,13.7706537,100.6005437,https://school.opec.go.th/school/1110700068,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,989,100,['French National Curriculum'],,นางชนาเนา วรัญญ,นางชนางเนา วรัญญ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2060,,,,
59,1110700069,นานาชาติพระคุณกรุงเทพ,Bangkok Grace International School,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,560/1-9 ถนน ลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,https://www.grace.ac.th,Live Domain Match & Verification,,,,,,13.7714874,100.61677540000005,https://school.opec.go.th/school/1110700069,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,0,6,"['หลักสูตรรัฐเวอร์จีเนียร์', 'American Curriculum']",นางสุวิมล ปัญญางาม,นางศิริมา ฮุนตระกูล,นางอรชร เปรมรัตน์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2061,,,,
60,1110700070,บางกอกพัฒนา,BANGKOK PATANA SCHOOL,กรุงเทพมหานคร,บางนา,บางนาใต้,643 ถนน ลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,https://www.patana.ac.th,OPEC Profile,https://www.patana.ac.th,,027852200,,,13.6619392,100.6222702,https://school.opec.go.th/school/1110700070,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,2168,310,"['หลักสูตรประเทศอังกฤษ', 'IB - International Baccalaureate Organization', 'International Baccalaureate Career-related Programme (IB-CP)', 'หลักสูตรกลางของประเทศอังกฤษ']",,นางสาวปิ่นกาญจน์ วัชรปาณ,นางสาวพัชรินทร์ จริงเข้าใจ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=2062,,,,
61,1110700071,นานาชาติชาร์เตอร์,CHARTER INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ประเวศ,ประเวศ,36 ถนน เฉลิมพระเกียรติร.9 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,https://cis.ac.th,Live Domain Match & Verification,,,,,,13.7145536,100.69577490000006,https://school.opec.go.th/school/1110700071,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,334,48,"['หลักสูตรสหราชอาณาจักร', 'หลักสูตรแห่งชาติของประเทศสหราชอาณาจักร']",,,นายเมธา เธียรประสิทธิ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4000,,,,
62,1110700072,นานาชาติเวลล์ส,WELLS INTERNATIONAL SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,6  ซอย 51 ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://wells.ac.th,Live Domain Match & Verification,,,,,,13.7039165,100.6057442,https://school.opec.go.th/school/1110700072,"['ก่อนอนุบาล', 'อนุบาล']",ก่อนอนุบาล - อนุบาล,59,21,['หลักสูตรของสำนักการศึกษาแห่งรัฐแคลิฟอร์เนีย ประเทศสหรัฐอเมริกา'],นายธำรง  อรุณสันติเดชา,นางสาวอินทิรา บริบูรณ์,นายเย่า ล่าง จาง,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4002,,,,
63,1110700073,นานาชาติแอ๊ดเวนตีสกรุงเทพ,BANGKOK ADVENTIST INTERNATIONAL SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,12 ซอย ปรีดีพนมยงค์ 37 ถนน สุขุมวิท 71 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://bais.ac.th,Live Domain Match & Verification,,,023819406,0877943800,,13.7315578,100.58709410000006,https://school.opec.go.th/school/1110700073,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น']",อนุบาล - มัธยมศึกษาตอนต้น,128,14,['หลักสูตรนานาชาติ'],,นายดนัย อากาศสุภา,นายดนัย  อากาศสุภา,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4032,,,,
64,1110700074,นานาชาติกีรพัฒน์,KEERA-PAT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางเขน,ท่าแร้ง,58 หมู่ที่ 9 ซอยอยู่เย็น ถนน รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,https://kpis.ac.th,OPEC Profile,https://www.kpis.ac.th/,https://www.facebook.com/kpis.fb,,,,13.845111,100.63277199999993,https://school.opec.go.th/school/1110700074,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,610,75,"['หลักสูตรสหรัฐอเมริกัน', 'AP Statistics', 'Common Core California America']",,นางสาวประพิมพ์พรรณ วงษ์วิจารณ์,นายภัทรธีร์ กีรสว่างพร,ไม่รับเงินอุดหนุน,,โรงเรียนนานาชาติกีรพัฒน์เป็นโรงเรียนนานาชาติที่สร้างสมดุลทางการศึกษาซึ่งจะช่วยสร้างให้ผู้เรียนมีคุณธรรม และจริยธรรมควบคู่กับความรู้ มีความรับผิดชอบต่อสังคม และรู้เท่าทันโลกปัจจุบัน ซึ่งมีการแข่งขันทางด้านข้อมูลข่าวสาร,โรงเรียนนานาชาติกีรพัฒน์เป็นโรงเรียนนานาชาติที่ให้การศึกษาขั้นพื้นฐานแก่ผู้เรียนในด้านความรู้ทักษะ และทัศนคติที่จำเป็นเพื่อการอยู่ร่วมกันอย่างสมานฉันท์ในสังคมที่มีความแตกต่างและหลากหลายเช่นเป็นนักสื่อสาร ที่มีประสิทธิภาพ เป็นผู้เรียนรู้ตลอดชีวิต เป็น,1. เป็นนักสื่อสารที่มีประสิทธิภาพ 2. เป็นผู้กำกับตนเองให้เป็นผู้เรียนรู้ตลอดชีวิต 3. เป็นนักคิด และรู้จักแก้ไขปัญหา 4. เป็นพลเมืองโลกที่รู้จักรับผิดชอบ,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4055,@kpisbangkok,,,
65,1110700075,นานาชาติ บีคอนเฮาส์ แย้มสอาด,BEACONHOUSE YAMSAARD INTERNATIONAL SCHOOL,กรุงเทพมหานคร,ประเวศ,ประเวศ,166/1 ซอย พัฒนาการ 78 ถนน พัฒนาการ แขวงประเวศ เขตประเวศ กรุงเทพมหานคร 10250,https://bys.ac.th,Live Domain Match & Verification,,,,,,13.8029997,100.56674350000003,https://school.opec.go.th/school/1110700075,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น']",ก่อนอนุบาล - มัธยมศึกษาตอนต้น,114,31,"['หลักสูตรสหราชอาณาจักร', 'UK National Curriculum']",นายศุภลักษณ์  วีณิน,นางสาวอัจฉรียา  วีณิน,นางอภิลักษณ์ แย้มสอาด,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4057,,,,
66,1110700076,ไทยซิกข์นานาชาติ กรุงเทพ,THAI SIKN INTERNATIONAL SCHOOL OF BANGKOK,กรุงเทพมหานคร,คลองสาน,สมเด็จเจ้าพระยา,717 หมู่ 1 ซอย สารภี 2 ถนน ประชาธิปก แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร 10600,https://www.tsis.ac.th,Live Domain Match & Verification,,,,,,13.6592739,100.59464300000002,https://school.opec.go.th/school/1110700076,['ประถมศึกษา'],ประถมศึกษา - ประถมศึกษา,265,19,['หลักสูตรกลางของประเทศอังกฤษ'],นายปานชัย  สิงห์สัจเทพ,นายบุญหนา  ธรเสนา,นายรายินเดอร์  ปาลซิงห์ หักราลบุตร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4058,,,,
67,1110700078,นานาชาติแอสคอต,ASCOT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,สะพานสูง,สะพานสูง,80/82 หมู่ 11 ซอย ซอยรามคำแหง 118 ถนน รามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240,https://ascot.ac.th/en/home-en,Live Domain Match & Verification,,,,,,13.7628865,100.68705499999999,https://school.opec.go.th/school/1110700078,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,461,33,"['IB Diploma Programme', 'National Curriculum for England and Wales']",นางทัศนียา  พอตเตอร์,นางสาวภัทรรินทร์ ศิริรัตน์,นายเรวัต นารูล่า,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4090,,,,
68,1110700080,นานาชาติบรอมส์โกรฟ,BROMSGROVE INTERNATIONAL SCHOOL THAILAND,กรุงเทพมหานคร,มีนบุรี,แสนแสบ,55 หมู่ 9 ถนน สุวินทวงศ์ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,https://www.bromsgrove.ac.th,Live Domain Match & Verification,,,,,,13.795555,100.70974769999998,https://school.opec.go.th/school/1110700080,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,431,73,"['หลักสูตรประเทศอังกฤษ', 'หลักสูตรเวลส์', 'English National Curriculum']",,,นางกฤตยา ภวัครานนท์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4122,,,,
69,1110700081,นานาชาติแอสเตอร์ กรุงเทพ,Aster International School Bangkok,กรุงเทพมหานคร,ยานนาวา,ช่องนนทรี,"289/2, 289/4-6 ซอย นราธิวาสราชนครินทร์ 24 ถนน นราธิวาสราชนครินทร์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120",https://aster.ac.th,OPEC Profile,https://aster.ac.th/,https://www.facebook.com/asterbangkok,026722100,,,13.7012349,100.53630659999999,https://school.opec.go.th/school/1110700081,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,470,44,"['The Early Years Foundation Stage', 'A National curriculum in England', 'Cambridge Assessment International Education', 'Cambridge Assessment International Education (CAIE)', 'Cambridge International A & AS Level', 'Early Year Foundation Stage Development Matters', 'National Curriculum in England', 'The Early Years Foundation Stage (EYFS)', 'หลักสูตรของสำนักการศึกษาแห่งรัฐแคลิฟอร์เนีย ประเทศสหรัฐอเมริกา', 'หลักสูตรวิชาภาษาไทย วัฒนธรรมและประวัติศาสตร์ไทย']",,นางสาวเสาวนีย์ เสือพันธ์,นางสาวปาริตา เสือพันธ์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4123,,,,
70,1110700082,อินเตอร์เนชั่นแนล เกวลี(หทัยราษฎร์),KEVALEE INTERNATIONAL SCHOOL,กรุงเทพมหานคร,คลองสามวา,สามวาตะวันตก,90 ซอย หทัยราษฎร์ 37   ถนน หทัยราษฎร์ แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510,https://kis.ac.th,Live Domain Match & Verification,,,,,,13.8776361,100.7159279,https://school.opec.go.th/school/1110700082,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,77,18,"['หลักสูตรของทางโรงเรียน', 'American', 'Early years foundation stage statutory framework', 'High School Diploma / อังกฤษ (สหราชอาณาจักร)', 'The national Curriculum in England']",นางสาวนีรนาท เกวลี,นายพิริยะ  เกวลี,นางสาวนิรมล   เกวลี,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4163,,,,
71,1110700083,นานาชาติเซนต์ แอนดรูว์ส บางนา,ST.ANDREWS INTERNATIONAL SCHOOL BANGNA,กรุงเทพมหานคร,บางนา,บางนา,7 ซอย 107 ถนน สุขุมวิท แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,https://www.nordangliaeducation.com/sta-bangkok,Live Domain Match & Verification,,,,,,13.6596728,100.60202819999995,https://school.opec.go.th/school/1110700083,"['อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",อนุบาล - มัธยมศึกษาตอนปลาย,514,42,"['หลักสูตรสหราชอาณาจักร', 'British National Curriculum', 'The International Baccalaureate (IB)']",,นางสาวพิชญ์สินี ปวัตรพงศ์,นางสาวเสาวคนธ์ ลืมอักษร,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4226,,,,
72,1110700084,นานาชาติ ออสเตรเลีย กรุงเทพ สุขุมวิท 20,Australian International School Bangkok Sukhumvit 20,กรุงเทพมหานคร,คลองเตย,คลองเตย,162/2 และ 164 ถนน สุขุมวิท 20 แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,https://www.australianisb.ac.th,Live Domain Match & Verification,,,,,,13.7283878,100.56405689999997,https://school.opec.go.th/school/1110700084,['อนุบาล'],อนุบาล - อนุบาล,31,11,['Australian National Curriculum'],นางปนัดดา  หงสกุล,นายสุรัตน์ ชยธวัช,นางปนัดดา  หงสกุล,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4308,,,,
73,1110700085,อนุบาลคิราคิราคิดส์ นานาชาติ,KIRAKIRA KIDS INTERNATIONAL KINDERGARTEN SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,"81,83 ซอยเศรษฐบุตร (สุขุมวิท 61) ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110",https://www.kirakirakids.ac.th,Live Domain Match & Verification,,,,,,13.729598,100.5831432,https://school.opec.go.th/school/1110700085,['อนุบาล'],อนุบาล - อนุบาล,64,14,"['Course of study for Kindergarten, Ministry of Education, Culture, Sports, Science and Technology 200']",นายวราวุธ  วงศ์วิเศษ,นายทรงพล บุญประเสริฐ,นายณัฐพล บุญประเสริฐ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4321,,,,
74,1110700086,นานาชาติกลอรี่สิงคโปร์,GLORY SINGAPORE INTERNATIONAL SCHOOL,กรุงเทพมหานคร,บางนา,บางนาเหนือ,33 ซอย วชิรธรรมสาธิต 18 ถนน สุขุมวิท 101/1 แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,https://glorysingapore.com,Live Domain Match & Verification,,,,,,13.6824852,100.6184366,https://school.opec.go.th/school/1110700086,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,273,36,"['Cambridge IGCSE และ Cambridge AS and A Level (Secondary)', 'Early Years Development Framework', 'Nurturing Early Learners', 'สหราชอาณาจักร']",นางอรษา  ชาวเมืองบน,คุณดวงฤทัย ฉัตรศิขรินทร,นางอรษา  ชาวเมืองบน,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4324,,,,
75,1110700087,อนุบาลนานาชาติออยสก้า,OISCA INTERNATIONAL KINDERGARTEN SCHOOL,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,876 ซอย ปรีดี พนมยงค์ 36 ถนน สุขุมวิท 71 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.oisca-inter.com,Live Domain Match & Verification,,,,,,13.7184294,100.54678239999998,https://school.opec.go.th/school/1110700087,['อนุบาล'],อนุบาล - อนุบาล,71,13,[],นางกมลลักษณ์  หงษ์หยก,นางเสรณ๊ย์ แก้วสุกล,นางกมลลักษณ์  หงษ์หยก,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4338,,,,
76,1110700088,นานาชาติเครซเซนต์,CRESCENT INTERNATIONAL SCHOOL,กรุงเทพมหานคร,สาทร,ทุ่งมหาเมฆ,72 ซอย บำเพ็ญบุญ ถนน พระราม 4 แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,https://cis.ac.th,Live Domain Match & Verification,,,,,,13.7184294,100.54678239999998,https://school.opec.go.th/school/1110700088,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,491,21,"['Cambridge International A & AS Level', 'สหราชอาณาจักร หลักสูตร IB']",นายลือศักดิ์  เอกชน,,นายลือศักดิ์  เอกชน,ไม่รับเงินอุดหนุน,,โรงเรียนนานาชาติเครซเซนต์เตรียมการศึกษาให้มีประสิทธิภาพ  เพื่อรองรับการผสมผ่านทางพหุวัฒนธรรม ซึ่งยอมรับคุณค่าของความเป็นมนุษย์บนพื้นฐษนของความศรัทธา และความเชื่อมั่นในวัฒนธรรมประเพณีอันดีงาม,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4339,,,,
77,1110700089,นานาชาติเบิร์คลีย์,Berkeley International School,กรุงเทพมหานคร,บางนา,บางนา,123 ถนน บางนา-ตราด แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,https://www.berkeley.ac.th,Live Domain Match & Verification,,,,,,13.672343,100.61402499999997,https://school.opec.go.th/school/1110700089,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,426,31,"['หลักสูตรสหรัฐอเมริกัน', 'American Common Core']",,นางสาวเมธาวดี ดวงแก้ว,นางสาวกรรณิการ์ ลีลาปัญญาเลิศ,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4650,,,,
78,1110700091,นานาชาติรีเจ้นท์ กรุงเทพ - พระราม 9,Regent's International School Bangkok - Rama 9,กรุงเทพมหานคร,วังทองหลาง,วังทองหลาง,601/99 ซอยรามคำแหง 39 ซอย รามคำแหง 39 (เทพลีลา 1) แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,https://regents.ac.th,Live Domain Match & Verification,,,,,,13.768031,100.59623069999998,https://school.opec.go.th/school/1110700091,"['ก่อนอนุบาล', 'อนุบาล', 'ประถมศึกษา', 'มัธยมศึกษาตอนต้น', 'มัธยมศึกษาตอนปลาย']",ก่อนอนุบาล - มัธยมศึกษาตอนปลาย,644,44,"['หลักสูตรประเทศอังกฤษ', 'English National Curriculum & IGCSE', 'International Baccalaureate (IB)']",,นางสาวรักชนก เตชะวิจิตร์,นางสาวขวัญชนก เตชะวิจิตร์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4668,,,,
79,1110700092,อนุบาลนานาชาติ เดอะไทนี่ซี๊ด,The Tiny Seeds International Pre - School,กรุงเทพมหานคร,คลองเตย,คลองเตย,105/1-3 ซอยสุขุมวิท 36 (แยกนภาศัพท์ ซอย 5) ถนน สุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,https://tinyseedsschool.com,Live Domain Match & Verification,,,,,,13.718885,100.57415990000004,https://school.opec.go.th/school/1110700092,['อนุบาล'],อนุบาล - อนุบาล,6,4,['The National Curriculum in England Key Stage 1'],นางสาวชุดาภา ภาคสุวรรณ,-,-,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=4682,,,,
80,1110700093,อนุบาลนานาชาติ เอบีซี แพทเวยส์,ABC PATHWAYS INTERNATIONAL KINDERGARTEN,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,92/32 ซอยทวีสุข (สุขุมวิท 31) ถนน สุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.abcpathways.co.th,Live Domain Match & Verification,,,,,,13.744077,100.57132569999999,https://school.opec.go.th/school/1110700093,['อนุบาล'],อนุบาล - อนุบาล,25,3,['หลักสูตรสหราชอาณาจักร'],,,,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=16701,,,,
81,1110700094,อนุบาลนานาชาติแอนนาเบลส์ เออร์ลี่ เยียร์ส,ANNABEL'S EARLY YEARS INTERNATIONAL KINDERGARTEN,กรุงเทพมหานคร,วัฒนา,คลองตันเหนือ,19 ซอย เจริญมิตร (เอกมัย 10) ถนน เอกมัย (สุขุมวิท63) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,https://www.annabels.ac.th,Live Domain Match & Verification,,,,,,13.7256703,100.57638050000003,https://school.opec.go.th/school/1110700094,['อนุบาล'],อนุบาล - อนุบาล,26,10,['British Early Years Foundation Stage (EYFS)'],,,นางสุภาวดี จิระวัฒนานันท์,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=16700,,,,
82,1110700095,อนุบาลนานาชาติเพรพ มอนเตสซอรี่,Prep Montessori International Kindergarten,กรุงเทพมหานคร,วังทองหลาง,พลับพลา,24 ซอย ซอยลาดพร้าว 88 ถนน ประดิษฐ์มนูธรรม แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,https://www.prep.ac.th,Live Domain Match & Verification,,,,,,13.789439,100.58428400000003,https://school.opec.go.th/school/1110700095,"['ก่อนอนุบาล', 'อนุบาล']",ก่อนอนุบาล - อนุบาล,34,7,['Early Year Foundation Stage and Montessori'],บริษัท เพรพ มอนเตสเซอรี่ เอ็ดดูเคชั่น จำกัด,-,นางสาวอาภรณ์รัตน์ เจนจรัสสกุล,ไม่รับเงินอุดหนุน,,,,,,,,https://pedb.opec.go.th/web/SchoolPdc.htm?mode=showPicture&t=1&id=18842,,,,
